Strategy,N_Params,Success Rate (%),Total Cost,Cost-Effectiveness,Parameters,Magnitudes,Budget
k_violence_weak↓10% + k_economic_decay↓30%,2,0,1360,0.0,"k_violence_weak, k_economic_decay","10%, 30%",2000
k_violence_weak↓20% + k_economic_decay↓10%,2,0,1620,0.0,"k_violence_weak, k_economic_decay","20%, 10%",2000
k_violence_weak↓20% + k_economic_decay↓20%,2,0,1840,0.0,"k_violence_weak, k_economic_decay","20%, 20%",2000
k_violence_weak↓10% + Km_production↓10%,2,0,900,0.0,"k_violence_weak, Km_production","10%, 10%",2000
k_violence_weak↓10% + Km_production↓20%,2,0,1100,0.0,"k_violence_weak, Km_production","10%, 20%",2000
k_violence_weak↓10% + Km_production↓30%,2,0,1300,0.0,"k_violence_weak, Km_production","10%, 30%",2000
k_violence_weak↓20% + Km_production↓10%,2,0,1600,0.0,"k_violence_weak, Km_production","20%, 10%",2000
k_violence_weak↓20% + Km_production↓20%,2,0,1800,0.0,"k_violence_weak, Km_production","20%, 20%",2000
k_violence_weak↓20% + Km_production↓30%,2,0,2000,0.0,"k_violence_weak, Km_production","20%, 30%",2000
k_violence_weak↓10% + Km_trust_economy↓10%,2,0,880,0.0,"k_violence_weak, Km_trust_economy","10%, 10%",2000
k_violence_weak↓10% + Km_trust_economy↓20%,2,0,1060,0.0,"k_violence_weak, Km_trust_economy","10%, 20%",2000
k_violence_weak↓10% + Km_trust_economy↓30%,2,0,1240,0.0,"k_violence_weak, Km_trust_economy","10%, 30%",2000
k_violence_weak↓20% + Km_trust_economy↓10%,2,0,1580,0.0,"k_violence_weak, Km_trust_economy","20%, 10%",2000
k_violence_weak↓20% + Km_trust_economy↓20%,2,0,1760,0.0,"k_violence_weak, Km_trust_economy","20%, 20%",2000
k_violence_weak↓20% + Km_trust_economy↓30%,2,0,1940,0.0,"k_violence_weak, Km_trust_economy","20%, 30%",2000
k_violence_detached_weak↓10% + k_violence_detached↓10%,2,0,1550,0.0,"k_violence_detached_weak, k_violence_detached","10%, 10%",2000
k_violence_detached_weak↓10% + k_detachment_base↓10%,2,0,1400,0.0,"k_violence_detached_weak, k_detachment_base","10%, 10%",2000
k_violence_detached_weak↓10% + k_trust_destruction↓10%,2,0,1250,0.0,"k_violence_detached_weak, k_trust_destruction","10%, 10%",2000
k_violence_detached_weak↓10% + k_trust_destruction↓20%,2,0,1750,0.0,"k_violence_detached_weak, k_trust_destruction","10%, 20%",2000
k_violence_detached_weak↓20% + k_trust_destruction↓10%,2,0,2000,0.0,"k_violence_detached_weak, k_trust_destruction","20%, 10%",2000
k_violence_detached_weak↓10% + k_trust_decay↓10%,2,0,1200,0.0,"k_violence_detached_weak, k_trust_decay","10%, 10%",2000
k_violence_detached_weak↓10% + k_trust_decay↓20%,2,0,1650,0.0,"k_violence_detached_weak, k_trust_decay","10%, 20%",2000
k_violence_detached_weak↓20% + k_trust_decay↓10%,2,0,1950,0.0,"k_violence_detached_weak, k_trust_decay","20%, 10%",2000
k_violence_detached_weak↓10% + k_degradation↓10%,2,0,1300,0.0,"k_violence_detached_weak, k_degradation","10%, 10%",2000
k_violence_detached_weak↓10% + k_degradation↓20%,2,0,1850,0.0,"k_violence_detached_weak, k_degradation","10%, 20%",2000
k_violence_detached_weak↓10% + k_violence_decay↑10%,2,0,1150,0.0,"k_violence_detached_weak, k_violence_decay","10%, 10%",2000
k_violence_detached_weak↓10% + k_violence_decay↑20%,2,0,1550,0.0,"k_violence_detached_weak, k_violence_decay","10%, 20%",2000
k_violence_detached_weak↓10% + k_violence_decay↑30%,2,0,1950,0.0,"k_violence_detached_weak, k_violence_decay","10%, 30%",2000
k_violence_detached_weak↓20% + k_violence_decay↑10%,2,0,1900,0.0,"k_violence_detached_weak, k_violence_decay","20%, 10%",2000
k_violence_detached_weak↓10% + E_threshold↓10%,2,0,1100,0.0,"k_violence_detached_weak, E_threshold","10%, 10%",2000
k_violence_detached_weak↓10% + E_threshold↓20%,2,0,1450,0.0,"k_violence_detached_weak, E_threshold","10%, 20%",2000
k_violence_detached_weak↓10% + E_threshold↓30%,2,0,1800,0.0,"k_violence_detached_weak, E_threshold","10%, 30%",2000
k_violence_detached_weak↓20% + E_threshold↓10%,2,0,1850,0.0,"k_violence_detached_weak, E_threshold","20%, 10%",2000
k_violence_detached_weak↓10% + T_threshold_weak_strong↓10%,2,0,1050,0.0,"k_violence_detached_weak, T_threshold_weak_strong","10%, 10%",2000
k_violence_detached_weak↓10% + T_threshold_weak_strong↓20%,2,0,1350,0.0,"k_violence_detached_weak, T_threshold_weak_strong","10%, 20%",2000
k_violence_detached_weak↓10% + T_threshold_weak_strong↓30%,2,0,1650,0.0,"k_violence_detached_weak, T_threshold_weak_strong","10%, 30%",2000
k_violence_detached_weak↓20% + T_threshold_weak_strong↓10%,2,0,1800,0.0,"k_violence_detached_weak, T_threshold_weak_strong","20%, 10%",2000
k_violence_detached_weak↓10% + T_threshold_detached_weak↓10%,2,0,1130,0.0,"k_violence_detached_weak, T_threshold_detached_weak","10%, 10%",2000
k_violence_detached_weak↓10% + T_threshold_detached_weak↓20%,2,0,1510,0.0,"k_violence_detached_weak, T_threshold_detached_weak","10%, 20%",2000
k_violence_detached_weak↓10% + T_threshold_detached_weak↓30%,2,0,1890,0.0,"k_violence_detached_weak, T_threshold_detached_weak","10%, 30%",2000
k_violence_detached_weak↓20% + T_threshold_detached_weak↓10%,2,0,1880,0.0,"k_violence_detached_weak, T_threshold_detached_weak","20%, 10%",2000
k_violence_detached_weak↓10% + detachment_threshold↑10%,2,0,1070,0.0,"k_violence_detached_weak, detachment_threshold","10%, 10%",2000
k_violence_detached_weak↓10% + detachment_threshold↑20%,2,0,1390,0.0,"k_violence_detached_weak, detachment_threshold","10%, 20%",2000
k_violence_detached_weak↓10% + detachment_threshold↑30%,2,0,1710,0.0,"k_violence_detached_weak, detachment_threshold","10%, 30%",2000
k_violence_detached_weak↓20% + detachment_threshold↑10%,2,0,1820,0.0,"k_violence_detached_weak, detachment_threshold","20%, 10%",2000
k_violence_detached_weak↓10% + k_resource_depletion↓10%,2,0,1000,0.0,"k_violence_detached_weak, k_resource_depletion","10%, 10%",2000
k_violence_detached_weak↓10% + k_resource_depletion↓20%,2,0,1250,0.0,"k_violence_detached_weak, k_resource_depletion","10%, 20%",2000
k_violence_detached_weak↓10% + k_resource_depletion↓30%,2,0,1500,0.0,"k_violence_detached_weak, k_resource_depletion","10%, 30%",2000
k_violence_detached_weak↓20% + k_resource_depletion↓10%,2,0,1750,0.0,"k_violence_detached_weak, k_resource_depletion","20%, 10%",2000
k_violence_detached_weak↓20% + k_resource_depletion↓20%,2,0,2000,0.0,"k_violence_detached_weak, k_resource_depletion","20%, 20%",2000
k_violence_detached_weak↓10% + k_economic_decay↓10%,2,0,970,0.0,"k_violence_detached_weak, k_economic_decay","10%, 10%",2000
k_violence_detached_weak↓10% + k_economic_decay↓20%,2,0,1190,0.0,"k_violence_detached_weak, k_economic_decay","10%, 20%",2000
k_violence_detached_weak↓10% + k_economic_decay↓30%,2,0,1410,0.0,"k_violence_detached_weak, k_economic_decay","10%, 30%",2000
k_violence_detached_weak↓20% + k_economic_decay↓10%,2,0,1720,0.0,"k_violence_detached_weak, k_economic_decay","20%, 10%",2000
k_violence_detached_weak↓20% + k_economic_decay↓20%,2,0,1940,0.0,"k_violence_detached_weak, k_economic_decay","20%, 20%",2000
k_violence_detached_weak↓10% + Km_production↓10%,2,0,950,0.0,"k_violence_detached_weak, Km_production","10%, 10%",2000
k_violence_detached_weak↓10% + Km_production↓20%,2,0,1150,0.0,"k_violence_detached_weak, Km_production","10%, 20%",2000
k_violence_detached_weak↓10% + Km_production↓30%,2,0,1350,0.0,"k_violence_detached_weak, Km_production","10%, 30%",2000
k_violence_detached_weak↓20% + Km_production↓10%,2,0,1700,0.0,"k_violence_detached_weak, Km_production","20%, 10%",2000
k_violence_detached_weak↓20% + Km_production↓20%,2,0,1900,0.0,"k_violence_detached_weak, Km_production","20%, 20%",2000
k_violence_detached_weak↓10% + Km_trust_economy↓10%,2,0,930,0.0,"k_violence_detached_weak, Km_trust_economy","10%, 10%",2000
k_violence_detached_weak↓10% + Km_trust_economy↓20%,2,0,1110,0.0,"k_violence_detached_weak, Km_trust_economy","10%, 20%",2000
k_violence_detached_weak↓10% + Km_trust_economy↓30%,2,0,1290,0.0,"k_violence_detached_weak, Km_trust_economy","10%, 30%",2000
k_violence_detached_weak↓20% + Km_trust_economy↓10%,2,0,1680,0.0,"k_violence_detached_weak, Km_trust_economy","20%, 10%",2000
k_violence_detached_weak↓20% + Km_trust_economy↓20%,2,0,1860,0.0,"k_violence_detached_weak, Km_trust_economy","20%, 20%",2000
k_violence_detached↓10% + k_detachment_base↓10%,2,0,1450,0.0,"k_violence_detached, k_detachment_base","10%, 10%",2000
k_violence_detached↓10% + k_trust_destruction↓10%,2,0,1300,0.0,"k_violence_detached, k_trust_destruction","10%, 10%",2000
k_violence_detached↓10% + k_trust_destruction↓20%,2,0,1800,0.0,"k_violence_detached, k_trust_destruction","10%, 20%",2000
k_violence_detached↓10% + k_trust_decay↓10%,2,0,1250,0.0,"k_violence_detached, k_trust_decay","10%, 10%",2000
k_violence_detached↓10% + k_trust_decay↓20%,2,0,1700,0.0,"k_violence_detached, k_trust_decay","10%, 20%",2000
k_violence_detached↓10% + k_degradation↓10%,2,0,1350,0.0,"k_violence_detached, k_degradation","10%, 10%",2000
k_violence_detached↓10% + k_degradation↓20%,2,0,1900,0.0,"k_violence_detached, k_degradation","10%, 20%",2000
k_violence_detached↓10% + k_violence_decay↑10%,2,0,1200,0.0,"k_violence_detached, k_violence_decay","10%, 10%",2000
k_violence_detached↓10% + k_violence_decay↑20%,2,0,1600,0.0,"k_violence_detached, k_violence_decay","10%, 20%",2000
k_violence_detached↓10% + k_violence_decay↑30%,2,0,2000,0.0,"k_violence_detached, k_violence_decay","10%, 30%",2000
k_violence_detached↓20% + k_violence_decay↑10%,2,0,2000,0.0,"k_violence_detached, k_violence_decay","20%, 10%",2000
k_violence_detached↓10% + E_threshold↓10%,2,0,1150,0.0,"k_violence_detached, E_threshold","10%, 10%",2000
k_violence_detached↓10% + E_threshold↓20%,2,0,1500,0.0,"k_violence_detached, E_threshold","10%, 20%",2000
k_violence_detached↓10% + E_threshold↓30%,2,0,1850,0.0,"k_violence_detached, E_threshold","10%, 30%",2000
k_violence_detached↓20% + E_threshold↓10%,2,0,1950,0.0,"k_violence_detached, E_threshold","20%, 10%",2000
k_violence_detached↓10% + T_threshold_weak_strong↓10%,2,0,1100,0.0,"k_violence_detached, T_threshold_weak_strong","10%, 10%",2000
k_violence_detached↓10% + T_threshold_weak_strong↓20%,2,0,1400,0.0,"k_violence_detached, T_threshold_weak_strong","10%, 20%",2000
k_violence_detached↓10% + T_threshold_weak_strong↓30%,2,0,1700,0.0,"k_violence_detached, T_threshold_weak_strong","10%, 30%",2000
k_violence_detached↓20% + T_threshold_weak_strong↓10%,2,0,1900,0.0,"k_violence_detached, T_threshold_weak_strong","20%, 10%",2000
k_violence_detached↓10% + T_threshold_detached_weak↓10%,2,0,1180,0.0,"k_violence_detached, T_threshold_detached_weak","10%, 10%",2000
k_violence_detached↓10% + T_threshold_detached_weak↓20%,2,0,1560,0.0,"k_violence_detached, T_threshold_detached_weak","10%, 20%",2000
k_violence_detached↓10% + T_threshold_detached_weak↓30%,2,0,1940,0.0,"k_violence_detached, T_threshold_detached_weak","10%, 30%",2000
k_violence_detached↓20% + T_threshold_detached_weak↓10%,2,0,1980,0.0,"k_violence_detached, T_threshold_detached_weak","20%, 10%",2000
k_violence_detached↓10% + detachment_threshold↑10%,2,0,1120,0.0,"k_violence_detached, detachment_threshold","10%, 10%",2000
k_violence_detached↓10% + detachment_threshold↑20%,2,0,1440,0.0,"k_violence_detached, detachment_threshold","10%, 20%",2000
k_violence_detached↓10% + detachment_threshold↑30%,2,0,1760,0.0,"k_violence_detached, detachment_threshold","10%, 30%",2000
k_violence_detached↓20% + detachment_threshold↑10%,2,0,1920,0.0,"k_violence_detached, detachment_threshold","20%, 10%",2000
k_violence_detached↓10% + k_resource_depletion↓10%,2,0,1050,0.0,"k_violence_detached, k_resource_depletion","10%, 10%",2000
k_violence_detached↓10% + k_resource_depletion↓20%,2,0,1300,0.0,"k_violence_detached, k_resource_depletion","10%, 20%",2000
k_violence_detached↓10% + k_resource_depletion↓30%,2,0,1550,0.0,"k_violence_detached, k_resource_depletion","10%, 30%",2000
k_violence_detached↓20% + k_resource_depletion↓10%,2,0,1850,0.0,"k_violence_detached, k_resource_depletion","20%, 10%",2000
k_violence_detached↓10% + k_economic_decay↓10%,2,0,1020,0.0,"k_violence_detached, k_economic_decay","10%, 10%",2000
k_violence_detached↓10% + k_economic_decay↓20%,2,0,1240,0.0,"k_violence_detached, k_economic_decay","10%, 20%",2000
k_violence_detached↓10% + k_economic_decay↓30%,2,0,1460,0.0,"k_violence_detached, k_economic_decay","10%, 30%",2000
k_violence_detached↓20% + k_economic_decay↓10%,2,0,1820,0.0,"k_violence_detached, k_economic_decay","20%, 10%",2000
k_violence_detached↓10% + Km_production↓10%,2,0,1000,0.0,"k_violence_detached, Km_production","10%, 10%",2000
k_violence_detached↓10% + Km_production↓20%,2,0,1200,0.0,"k_violence_detached, Km_production","10%, 20%",2000
k_violence_detached↓10% + Km_production↓30%,2,0,1400,0.0,"k_violence_detached, Km_production","10%, 30%",2000
k_violence_detached↓20% + Km_production↓10%,2,0,1800,0.0,"k_violence_detached, Km_production","20%, 10%",2000
k_violence_detached↓20% + Km_production↓20%,2,0,2000,0.0,"k_violence_detached, Km_production","20%, 20%",2000
k_violence_detached↓10% + Km_trust_economy↓10%,2,0,980,0.0,"k_violence_detached, Km_trust_economy","10%, 10%",2000
k_violence_detached↓10% + Km_trust_economy↓20%,2,0,1160,0.0,"k_violence_detached, Km_trust_economy","10%, 20%",2000
k_violence_detached↓10% + Km_trust_economy↓30%,2,0,1340,0.0,"k_violence_detached, Km_trust_economy","10%, 30%",2000
k_violence_detached↓20% + Km_trust_economy↓10%,2,0,1780,0.0,"k_violence_detached, Km_trust_economy","20%, 10%",2000
k_violence_detached↓20% + Km_trust_economy↓20%,2,0,1960,0.0,"k_violence_detached, Km_trust_economy","20%, 20%",2000
k_detachment_base↓10% + k_trust_destruction↓10%,2,0,1150,0.0,"k_detachment_base, k_trust_destruction","10%, 10%",2000
k_detachment_base↓10% + k_trust_destruction↓20%,2,0,1650,0.0,"k_detachment_base, k_trust_destruction","10%, 20%",2000
k_detachment_base↓20% + k_trust_destruction↓10%,2,0,1800,0.0,"k_detachment_base, k_trust_destruction","20%, 10%",2000
k_detachment_base↓10% + k_trust_decay↓10%,2,0,1100,0.0,"k_detachment_base, k_trust_decay","10%, 10%",2000
k_detachment_base↓10% + k_trust_decay↓20%,2,0,1550,0.0,"k_detachment_base, k_trust_decay","10%, 20%",2000
k_detachment_base↓10% + k_trust_decay↓30%,2,0,2000,0.0,"k_detachment_base, k_trust_decay","10%, 30%",2000
k_detachment_base↓20% + k_trust_decay↓10%,2,0,1750,0.0,"k_detachment_base, k_trust_decay","20%, 10%",2000
k_detachment_base↓10% + k_degradation↓10%,2,0,1200,0.0,"k_detachment_base, k_degradation","10%, 10%",2000
k_detachment_base↓10% + k_degradation↓20%,2,0,1750,0.0,"k_detachment_base, k_degradation","10%, 20%",2000
k_detachment_base↓20% + k_degradation↓10%,2,0,1850,0.0,"k_detachment_base, k_degradation","20%, 10%",2000
k_detachment_base↓10% + k_violence_decay↑10%,2,0,1050,0.0,"k_detachment_base, k_violence_decay","10%, 10%",2000
k_detachment_base↓10% + k_violence_decay↑20%,2,0,1450,0.0,"k_detachment_base, k_violence_decay","10%, 20%",2000
k_detachment_base↓10% + k_violence_decay↑30%,2,0,1850,0.0,"k_detachment_base, k_violence_decay","10%, 30%",2000
k_detachment_base↓20% + k_violence_decay↑10%,2,0,1700,0.0,"k_detachment_base, k_violence_decay","20%, 10%",2000
k_detachment_base↓10% + E_threshold↓10%,2,0,1000,0.0,"k_detachment_base, E_threshold","10%, 10%",2000
k_detachment_base↓10% + E_threshold↓20%,2,0,1350,0.0,"k_detachment_base, E_threshold","10%, 20%",2000
k_detachment_base↓10% + E_threshold↓30%,2,0,1700,0.0,"k_detachment_base, E_threshold","10%, 30%",2000
k_detachment_base↓20% + E_threshold↓10%,2,0,1650,0.0,"k_detachment_base, E_threshold","20%, 10%",2000
k_detachment_base↓20% + E_threshold↓20%,2,0,2000,0.0,"k_detachment_base, E_threshold","20%, 20%",2000
k_detachment_base↓10% + T_threshold_weak_strong↓10%,2,0,950,0.0,"k_detachment_base, T_threshold_weak_strong","10%, 10%",2000
k_detachment_base↓10% + T_threshold_weak_strong↓20%,2,0,1250,0.0,"k_detachment_base, T_threshold_weak_strong","10%, 20%",2000
k_detachment_base↓10% + T_threshold_weak_strong↓30%,2,0,1550,0.0,"k_detachment_base, T_threshold_weak_strong","10%, 30%",2000
k_detachment_base↓20% + T_threshold_weak_strong↓10%,2,0,1600,0.0,"k_detachment_base, T_threshold_weak_strong","20%, 10%",2000
k_detachment_base↓20% + T_threshold_weak_strong↓20%,2,0,1900,0.0,"k_detachment_base, T_threshold_weak_strong","20%, 20%",2000
k_detachment_base↓10% + T_threshold_detached_weak↓10%,2,0,1030,0.0,"k_detachment_base, T_threshold_detached_weak","10%, 10%",2000
k_detachment_base↓10% + T_threshold_detached_weak↓20%,2,0,1410,0.0,"k_detachment_base, T_threshold_detached_weak","10%, 20%",2000
k_detachment_base↓10% + T_threshold_detached_weak↓30%,2,0,1790,0.0,"k_detachment_base, T_threshold_detached_weak","10%, 30%",2000
k_detachment_base↓20% + T_threshold_detached_weak↓10%,2,0,1680,0.0,"k_detachment_base, T_threshold_detached_weak","20%, 10%",2000
k_detachment_base↓10% + detachment_threshold↑10%,2,0,970,0.0,"k_detachment_base, detachment_threshold","10%, 10%",2000
k_detachment_base↓10% + detachment_threshold↑20%,2,0,1290,0.0,"k_detachment_base, detachment_threshold","10%, 20%",2000
k_detachment_base↓10% + detachment_threshold↑30%,2,0,1610,0.0,"k_detachment_base, detachment_threshold","10%, 30%",2000
k_detachment_base↓20% + detachment_threshold↑10%,2,0,1620,0.0,"k_detachment_base, detachment_threshold","20%, 10%",2000
k_detachment_base↓20% + detachment_threshold↑20%,2,0,1940,0.0,"k_detachment_base, detachment_threshold","20%, 20%",2000
k_detachment_base↓10% + k_resource_depletion↓10%,2,0,900,0.0,"k_detachment_base, k_resource_depletion","10%, 10%",2000
k_detachment_base↓10% + k_resource_depletion↓20%,2,0,1150,0.0,"k_detachment_base, k_resource_depletion","10%, 20%",2000
k_detachment_base↓10% + k_resource_depletion↓30%,2,0,1400,0.0,"k_detachment_base, k_resource_depletion","10%, 30%",2000
k_detachment_base↓20% + k_resource_depletion↓10%,2,0,1550,0.0,"k_detachment_base, k_resource_depletion","20%, 10%",2000
